id,Name,Country,Category,Gender,Birth,Death,,,
314,"King, Mackenzie  ",Canada ,Government ,Male ,1874,1950,,,
315,"Koiso, Kuniaki  ",Japan ,Government ,Male ,1880,1950,,,
316,"Dumitrescu, Petre  ",Romania ,Military-Ground ,Male ,1882,1950,,,
317,"Wavell, Archibald  ",United Kingdom ,Military-Ground ,Male ,1883,1950,,,
318,"Ma, Zhanshan  ",China ,Military-Ground ,Male ,1885,1950,,,
319,"Arnold, Henry  ",United States ,Military-Air ,Male ,1886,1950,,,
320,"Walker, Walton  ",United States ,Military-Ground ,Male ,1889,1950,,,
321,"Haase, Werner  ",Germany ,Medicine ,Male ,1900,1950,,,
322,"Khudyakov, Sergei  ",Armenia ,Military-Air ,Male ,1902,1950,,,
323,"Voznesensky, Nikolai  ",Russia ,Government ,Male ,1903,1950,,,
324,"Rodionov, Mikhail  ",Russia ,Government ,Male ,1907,1950,,,
325,"Pétain, Philippe  ",France ,Government ,Male ,1856,1951,,,
326,"Mannerheim, Carl G. E.  ",Finland ,Military-Ground ,Male ,1867,1951,,,
327,"Song, Tiancai  ",China ,Military-Ground ,Male ,1880,1951,,,
328,"Bevin, Ernest  ",United Kingdom ,Government ,Male ,1881,1951,,,
329,"Blamey, Thomas  ",Australia ,Military-Ground ,Male ,1884,1951,,,
330,"Chifley, Ben  ",Australia ,Government ,Male ,1885,1951,,,
331,"Chen, Jie  ",China ,Government ,Male ,1885,1951,,,
332,"Nishina, Yoshio  ",Japan ,Science-Engineering ,Male ,1890,1951,,,
333,"Varela, José Enrique  ",Spain ,Government ,Male ,1891,1951,,,
334,"Hughes, William  ",Australia ,Government ,Male ,1862,1952,,,
335,"Ickes, Harold  ",United States ,Government ,Male ,1874,1952,,,
336,"Higgins, Andrew  ",United States ,Commerce-Industry ,Male ,1886,1952,,,
337,"de Lattre de Tassigny, Jean  ",France ,Military-Ground ,Male ,1889,1952,,,
338,"Stroop, Jürgen  ",Germany ,Government ,Male ,1895,1952,,,
339,George VI  ,United Kingdom ,Government ,Male ,1895,1952,,,
340,"Forster, Albert  ",Germany ,Government ,Male ,1902,1952,,,
341,"Skarbek, Christine  ",Poland ,Intelligence ,Female ,1908,1952,,,
342,"Schellenberg, Walther  ",Germany ,Government ,Male ,1910,1952,,,
343,Choibalsan  ,China ,Government ,Male ,1937,1952,,,
344,"Rundstedt, Gerd  ",Germany ,Military-Ground ,Male ,1875,1953,,,
345,"Abe, Nobuyuki  ",Japan ,Government ,Male ,1875,1953,,,
346,"Stalin, Joseph  ",Russia ,Government ,Male ,1879,1953,,,
347,"Jankowski, Jan  ",Poland ,Government ,Male ,1882,1953,,,
348,"Wainwright, Jonathan  ",United States ,Military-Ground ,Male ,1883,1953,,,
349,"Tran, Trong Kim  ",French Indochina ,Government ,Male ,1883,1953,,,
350,"Sperrle, Hugo  ",Germany ,Military-Air ,Male ,1885,1953,,,
351,"De Man, Henri  ",Belgium , ,Male ,1885,1953,,,
352,"Kondo, Nobutake  ",Japan ,Military-Sea ,Male ,1886,1953,,,
353,"Taft, Robert  ",United States ,Government ,Male ,1889,1953,,,
354,Carol II  ,Romania ,Government ,Male ,1893,1953,,,
355,"Merkulov, Vsevolod  ",Russia ,Government ,Male ,1895,1953,,,
356,"Holden, Carl  ",United States ,Military-Sea ,Male ,1895,1953,,,
357,"Beria, Lavrentiy  ",Georgia ,Government ,Male ,1899,1953,,,
358,Yasuhito  ,Japan ,Military-Ground ,Male ,1902,1953,,,
359,"Weichs, Maximilian  ",Germany ,Military-Ground ,Male ,1881,1954,,,
360,"Kleist, Paul  ",Germany ,Military-Ground ,Male ,1881,1954,,,
361,"Kurusu, Saburo  ",Japan ,Government ,Male ,1886,1954,,,
362,"Guderian, Heinz  ",Germany ,Military-Ground ,Male ,1888,1954,,,
363,"Chen, Jitang  ",China ,Military-Ground ,Male ,1890,1954,,,
364,"Browning, Miles  ",United States ,Military-Sea ,Male ,1897,1954,,,
365,"Le Suire, Karl  ",Germany ,Military-Ground ,Male ,1898,1954,,,
366,"Keller, Rodney  ",Canada ,Military-Ground ,Male ,1900,1954,,,
367,"Derevyanko, Kuzma  ",Ukraine ,Military-Ground ,Male ,1904,1954,,,
368,"Assmann, Heinz  ",Germany ,Military-Sea ,Male ,1904,1954,,,
369,"Abakumov, Viktor  ",Russia ,Government ,Male ,1908,1954,,,
370,"Turing, Alan  ",United Kingdom ,Science-Engineering ,Male ,1912,1954,,,
371,"Capa, Robert  ",United States ,Photography ,Male ,1913,1954,,,
372,"Welch, George  ",United States ,Military-Air ,Male ,1918,1954,,,
373,"Hull, Cordell  ",United States ,Government ,Male ,1871,1955,,,
374,"Hore-Ruthven, Alexander  ",Australia ,Government ,Male ,1872,1955,,,
375,"Minami, Jiro  ",Japan ,Military-Ground ,Male ,1874,1955,,,
376,Yi Gang  ,Korea ,Government ,Male ,1877,1955,,,
377,"Einstein, Albert  ",Germany ,Science-Engineering ,Male ,1879,1955,,,
378,"Graziani, Rodolfo  ",Italy ,Military-Ground ,Male ,1882,1955,,,
379,"Papagos, Alexandros  ",Greece ,Military-Ground ,Male ,1883,1955,,,
380,"Weidling, Helmuth  ",Germany ,Military-Ground ,Male ,1891,1955,,,
381,"Adler, Julius  ",United States ,Military-Ground ,Male ,1892,1955,,,
382,"Sprague, Clifton  ",United States ,Military-Sea ,Male ,1896,1955,,,
383,"Ávila Camacho, Manuel  ",Mexico ,Government ,Male ,1897,1955,,,
384,"Merrill, Frank  ",United States ,Military-Ground ,Male ,1903,1955,,,
385,"Iwamoto, Tetsuzo  ",Japan ,Military-Air ,Male ,1916,1955,,,
386,"Hayes, Ira  ",United States ,Military-Ground ,Male ,1923,1955,,,
387,"Tacchi Venturi, Pietro  ",Vatican City ,Government ,Male ,1861,1956,,,
388,"Badoglio, Pietro  ",Italy ,Military-Ground ,Male ,1871,1956,,,
389,"Leeb, Wilhelm  ",Germany ,Military-Ground ,Male ,1876,1956,,,
390,"Zang, Shiyi  ",China ,Government ,Male ,1884,1956,,,
391,"Ryti, Risto  ",Finland ,Government ,Male ,1889,1956,,,
392,"Murray, George  ",United States ,Military-Sea ,Male ,1889,1956,,,
393,"Kim, Chang-Ryong  ",Korea ,Intelligence ,Male ,1920,1956,,,
394,"Horthy, Miklós  ",Hungary ,Government ,Male ,1868,1957,,,
395,Haakon VII  ,Norway ,Government ,Male ,1872,1957,,,
396,"Geloso, Carlo  ",Italy ,Military-Ground ,Male ,1879,1957,,,
397,"Marquis, André  ",France ,Military-Sea ,Male ,1883,1957,,,
398,"Toyoda, Soemu  ",Japan ,Military-Sea ,Male ,1885,1957,,,
399,"Hoffmann, Heinrich  ",Germany ,Photography ,Male ,1885,1957,,,
400,"Hobart, Percy  ",United Kingdom ,Military-Ground ,Male ,1885,1957,,,
401,"Shigemitsu, Mamoru  ",Japan ,Government ,Male ,1887,1957,,,
402,"Ji, Cheong-cheon  ",Korea ,Military-Ground ,Male ,1888,1957,,,
403,"Maruyama, Masao  ",Japan ,Military-Ground ,Male ,1889,1957,,,
404,"Sarafis, Stefanos  ",Greece ,Military-Ground ,Male ,1890,1957,,,
405,"Paulus, Friedrich  ",Germany ,Military-Ground ,Male ,1890,1957,,,
406,"Zervas, Napoleon  ",Greece ,Government ,Male ,1891,1957,,,
407,"Hore-Belisha, Leslie  ",United Kingdom ,Government ,Male ,1893,1957,,,
408,"Magsaysay, Ramón  ",Philippines ,Resistance ,Male ,1907,1957,,,
409,"Parcelli, Pius  ",Vatican City ,Government ,Male ,1876,1958,,,
410,"Chennault, Claire  ",United States ,Military-Air ,Male ,1893,1958,,,
411,"Petrov, Ivan  ",Russia ,Military-Ground ,Male ,1896,1958,,,
412,"Gertz, Wanda  ",Poland ,Resistance ,Female ,1896,1958,,,
413,"Abetz, Otto  ",Germany ,Government ,Male ,1903,1958,,,
414,"Zhang, Jinghui  ",China ,Government ,Male ,1871,1959,,,
415,"Leahy, William  ",United States ,Military-Sea ,Male ,1875,1959,,,
416,"Marshall, George  ",United States ,Military-Ground ,Male ,1880,1959,,,
417,Halifax  ,United Kingdom ,Government ,Male ,1881,1959,,,
418,"Halsey, William  ",United States ,Military-Sea ,Male ,1882,1959,,,
419,"Donovan, William  ",United States ,Government ,Male ,1883,1959,,,
420,"Nelson, Donald  ",United States ,Government ,Male ,1888,1959,,,
421,"Pavelić, Ante  ",Yugoslavia ,Government ,Male ,1889,1959,,,
422,"Morshead, Leslie  ",Australia ,Military-Ground ,Male ,1889,1959,,,
423,"Phetsarath, Ratanavongsa  ",French Indochina ,Government ,Male ,1890,1959,,,
424,"Laurel, José  ",Philippines ,Government ,Male ,1891,1959,,,
425,"Miwa, Shigeyoshi  ",Japan ,Military-Sea ,Male ,1892,1959,,,
426,"Ishii, Shiro  ",Japan ,Medicine ,Male ,1892,1959,,,
427,"Buhle, Walther  ",Germany ,Military-Ground ,Male ,1894,1959,,,
428,"Allen, Arthur  ",Australia ,Military-Ground ,Male ,1894,1959,,,
429,"Raeder, Erich  ",Germany ,Military-Sea ,Male ,1876,1960,,,
430,"Yan, Xishan  ",China ,Military-Ground ,Male ,1883,1960,,,
431,"Kesselring, Albert  ",Germany ,Military-Air ,Male ,1885,1960,,,
432,"Ruml, Beardsley  ",United States ,Commerce-Industry ,Male ,1894,1960,,,
433,"Wei, Lihuang  ",China ,Military-Ground ,Male ,1897,1960,,,
434,"Kersten, Felix  ",Germany ,Medicine ,Male ,1898,1960,,,
435,"Barjot, Pierre  ",France ,Military-Sea ,Male ,1899,1960,,,
436,"Osmeña, Sergio  ",Philippines ,Government ,Male ,1878,1961,,,
437,"Logothetopoulos, Konstantinos  ",Greece ,Government ,Male ,1878,1961,,,
438,"Turner, Richmond  ",United States ,Military-Sea ,Male ,1885,1961,,,
439,"Gerbrandy, Pieter  ",Netherlands ,Government ,Male ,1885,1961,,,
440,"Eichelberger, Robert  ",United States ,Military-Ground ,Male ,1886,1961,,,
441,"Pownall, Henry  ",United Kingdom ,Military-Ground ,Male ,1887,1961,,,
442,"Smith, Walter  ",United States ,Military-Ground ,Male ,1895,1961,,,
443,"Miles, Milton  ",United States ,Military-Sea ,Male ,1900,1961,,,
444,"Ueda, Kenkichi  ",Japan ,Military-Ground ,Male ,1875,1962,,,
445,"Scavenius, Erik  ",Denmark ,Government ,Male ,1877,1962,,,
446,"Shioden, Nobutaka  ",Japan ,Military-Ground ,Male ,1878,1962,,,
447,"Lammers, Hans  ",Germany ,Government ,Male ,1879,1962,,,
448,"Hata, Shunroku  ",Japan ,Military-Ground ,Male ,1879,1962,,,
449,Wilhelmina  ,Netherlands ,Government ,Female ,1880,1962,,,
450,"Roosevelt, Eleanor  ",United States ,Government ,Female ,1884,1962,,,
451,"Cunningham, John  ",United Kingdom ,Military-Sea ,Male ,1885,1962,,,
452,"Helfrich, Conrad  ",Netherlands ,Military-Sea ,Male ,1886,1962,,,
453,"Bennett, Gordon  ",Australia ,Military-Ground ,Male ,1887,1962,,,
454,"Sun, Chu  ",China ,Military-Ground ,Male ,1890,1962,,,
455,"Esteban Infantes, Emilio  ",Spain ,Military-Ground ,Male ,1892,1962,,,
456,"Eddy, Manton  ",United States ,Military-Ground ,Male ,1892,1962,,,
457,"Eichmann, Adolf  ",Germany ,Government ,Male ,1906,1962,,,
458,"Pang, Bingxun  ",China ,Military-Ground ,Male ,1879,1963,,,
459,"Hurley, Patrick  ",United States ,Government ,Male ,1883,1963,,,
460,"Cunningham, Andrew  ",United Kingdom ,Military-Sea ,Male ,1883,1963,,,
461,"Brooke, Alan  ",United Kingdom ,Military-Ground ,Male ,1883,1963,,,
462,"Decoux, Jean  ",France ,Military-Sea ,Male ,1884,1963,,,
463,"Brett, George  ",United States ,Military-Air ,Male ,1886,1963,,,
464,"Freyberg, Bernard  ",New Zealand ,Military-Ground ,Male ,1889,1963,,,
465,"Zajac, Józef  ",Poland ,Military-Ground ,Male ,1891,1963,,,
466,"Zeitzler, Kurt  ",Germany ,Military-Ground ,Male ,1895,1963,,,
467,"Burk, Karl  ",Germany ,Military-Ground ,Male ,1898,1963,,,
468,"Ring, Stanhope  ",United States ,Military-Air ,Male ,1902,1963,,,
469,"Thanarat, Sarit  ",Thailand ,Military-Ground ,Male ,1908,1963,,,
470,"Thorpe, Betty  ",United States ,Intelligence ,Female ,1910,1963,,,
471,"Kennedy, John  ",United States ,Military-Sea ,Male ,1917,1963,,,
472,"Nomura, Kichisaburo  ",Japan ,Government ,Male ,1877,1964,,,
473,Beaverbrook  ,United Kingdom ,Government ,Male ,1879,1964,,,
474,"MacArthur, Douglas  ",United States ,Military-Ground ,Male ,1880,1964,,,
475,"Giffard, George  ",United Kingdom ,Military-Ground ,Male ,1886,1964,,,
476,"Hara, Chuichi  ",Japan ,Military-Sea ,Male ,1889,1964,,,
477,"Deng, Xihou  ",China ,Military-Ground ,Male ,1889,1964,,,
478,"Yu, Xuezhong  ",China ,Military-Ground ,Male ,1890,1964,,,
479,"Zangen, Gustav-Adolf  ",Germany ,Military-Ground ,Male ,1892,1964,,,
480,"Kuznetsov, Vasily  ",Russia ,Military-Ground ,Male ,1894,1964,,,
481,"Baudouin, Paul  ",France ,Government ,Male ,1894,1964,,,
482,"Pibulsonggram, Plaek  ",Thailand ,Government ,Male ,1897,1964,,,
483,Paul  ,Greece ,Government ,Male ,1901,1964,,,
484,"O'Callahan, Joseph  ",United States ,Military-Sea ,Male ,1905,1964,,,
485,"Weygand, Maxime  ",France ,Military-Ground ,Male ,1867,1965,,,
486,"Churchill, Winston  ",United Kingdom ,Government ,Male ,1874,1965,,,
487,"Yamada, Otozo  ",Japan ,Military-Ground ,Male ,1881,1965,,,
488,"Muselier, Émile  ",France ,Military-Sea ,Male ,1882,1965,,,
489,"Kudo, Chu  ",Japan ,Government ,Male ,1882,1965,,,
490,"Arita, Hachiro  ",Japan ,Government ,Male ,1884,1965,,,
491,"Felmy, Hellmuth  ",Germany ,Military-Ground ,Male ,1885,1965,,,
492,"Morrison, Herbert  ",United Kingdom ,Government ,Male ,1886,1965,,,
493,"Ismay, Hastings  ",United Kingdom ,Military-Ground ,Male ,1887,1965,,,
494,"Wallace, Henry  ",United States ,Government ,Male ,1888,1965,,,
495,"Crerar, Henry  ",Canada ,Military-Ground ,Male ,1888,1965,,,
496,"Emmons, Delos  ",United States ,Military-Ground ,Male ,1889,1965,,,
497,"Heinrichs, Erik  ",Finland ,Military-Ground ,Male ,1890,1965,,,
498,"Saul, Richard  ",Ireland ,Military-Air ,Male ,1891,1965,,,
499,"Muraviev, Konstantin  ",Bulgaria ,Government ,Male ,1893,1965,,,
500,"Evatt, H. V.  ",Australia ,Government ,Male ,1894,1965,,,
501,"Truscott, Lucian  ",United States ,Military-Ground ,Male ,1895,1965,,,
502,"Browning, Frederick  ",United Kingdom ,Military-Ground ,Male ,1896,1965,,,
503,"Seagrave, Gordon  ",Burma ,Medicine ,Male ,1897,1965,,,
504,"Chen, Cheng  ",China ,Military-Ground ,Male ,1897,1965,,,
505,"Murrow, Edward  ",United States ,Journalism ,Male ,1908,1965,,,
506,"Cavagnari, Domenico  ",Italy ,Military-Sea ,Male ,1876,1966,,,
507,"Riccardi, Arturo  ",Italy ,Military-Sea ,Male ,1878,1966,,,
508,"Falkenhausen, Alexander  ",Germany ,Military-Ground ,Male ,1878,1966,,,
509,"Peshkov, Zinovy  ",Russia ,Government ,Male ,1884,1966,,,
510,"Okamura, Yasuji  ",Japan ,Military-Ground ,Male ,1884,1966,,,
511,"Nimitz, Chester  ",United States ,Military-Sea ,Male ,1885,1966,,,
512,"Ozawa, Jisaburo  ",Japan ,Military-Sea ,Male ,1886,1966,,,
513,"Percival, Arthur  ",United Kingdom ,Military-Ground ,Male ,1887,1966,,,
514,"McNaughton, Andrew  ",Canada ,Military-Ground ,Male ,1887,1966,,,
515,"Hodges, Courtney  ",United States ,Military-Ground ,Male ,1887,1966,,,
516,"Sturdee, Vernon  ",Australia ,Military-Ground ,Male ,1890,1966,,,
517,"Zhao, Chengshou  ",China ,Military-Ground ,Male ,1891,1966,,,
518,"Nemoto, Hiroshi  ",Japan ,Military-Ground ,Male ,1891,1966,,,
519,"Dietrich, Josef  ",Germany ,Military-Ground ,Male ,1892,1966,,,
520,"Bai, Chongxi  ",China ,Military-Ground ,Male ,1893,1966,,,
521,"Komorowski, Tadeusz  ",Poland ,Military-Ground ,Male ,1895,1966,,,
522,Demchugdongrub  ,China ,Government ,Male ,1902,1966,,,
523,"Yoshida, Shigeru  ",Japan ,Government ,Male ,1878,1967,,,
524,"Krueger, Walter  ",United States ,Military-Ground ,Male ,1881,1967,,,
525,"Kong, Xiangxi  ",China ,Government ,Male ,1881,1967,,,
526,"Smith, Holland  ",United States ,Military-Ground ,Male ,1882,1967,,,
527,"Attlee, Clement  ",United Kingdom ,Government ,Male ,1883,1967,,,
528,"Kovpak, Sydir  ",Ukraine ,Resistance ,Male ,1887,1967,,,
529,"Kállay, Miklós  ",Hungary ,Government ,Male ,1887,1967,,,
530,"Hansen, Erik  ",Germany ,Military-Ground ,Male ,1889,1967,,,
531,"Tedder, Arthur  ",United Kingdom ,Military-Air ,Male ,1890,1967,,,
532,"Tuker, Francis  ",United Kingdom ,Military-Ground ,Male ,1894,1967,,,
533,"Isakov, Ivan  ",Armenia ,Military-Sea ,Male ,1894,1967,,,
534,Josias  ,Germany ,Government ,Male ,1896,1967,,,
535,"Sun, Du  ",China ,Military-Ground ,Male ,1898,1967,,,
536,"Cheng, Tianfang  ",China ,Government ,Male ,1899,1967,,,
537,"Oppenheimer, Robert  ",United States ,Science-Engineering ,Male ,1904,1967,,,
538,Puyi  ,China ,Government ,Male ,1906,1967,,,
539,"Koch, Ilse  ",Germany ,Government ,Female ,1906,1967,,,
540,"Krupp, Alfried  ",Germany ,Commerce-Industry ,Male ,1907,1967,,,
541,"Küchler, Georg  ",Germany ,Military-Ground ,Male ,1881,1968,,,
542,"Kimmel, Husband  ",United States ,Military-Sea ,Male ,1882,1968,,,
543,"Messe, Giovanni  ",Italy ,Military-Ground ,Male ,1883,1968,,,
544,"Falkenhorst, Nikolaus  ",Germany ,Military-Ground ,Male ,1885,1968,,,
545,"Poorten, Hein ter  ",Netherlands ,Military-Ground ,Male ,1887,1968,,,
546,"Crace, John  ",Australia ,Military-Sea ,Male ,1887,1968,,,
547,"Papandreou, Georgios  ",Greece ,Government ,Male ,1888,1968,,,
548,"Chen, Changjie   ",China ,Military-Ground ,Male ,1892,1968,,,
549,"Cai, Tingkai  ",China ,Military-Ground ,Male ,1892,1968,,,
550,"Brand, Quintin  ",South Africa ,Military-Air ,Male ,1893,1968,,,
551,"Vian, Philip  ",United Kingdom ,Military-Sea ,Male ,1894,1968,,,
552,"Rokossovsky, Konstantin  ",Poland ,Military-Ground ,Male ,1896,1968,,,
553,"Aho, Martti  ",Finland ,Military-Ground ,Male ,1896,1968,,,
554,"Wooldridge, Edmund  ",United States ,Military-Sea ,Male ,1897,1968,,,
555,"Tsuji, Masanobu  ",Japan ,Military-Ground ,Male ,1902,1968,,,
556,"Papen, Franz  ",Germany ,Government ,Male ,1879,1969,,,
557,"Voroshilov, Kliment  ",Russia ,Government ,Male ,1881,1969,,,
558,"Georgiev, Kimon  ",Bulgaria ,Government ,Male ,1882,1969,,,
559,"Spruance, Raymond  ",United States ,Military-Sea ,Male ,1886,1969,,,
560,"Allen, Terry  ",United States ,Military-Ground ,Male ,1888,1969,,,
561,"Chen, Shaokuan  ",China ,Military-Sea ,Male ,1889,1969,,,
562,"Barbey, Daniel  ",United States ,Military-Sea ,Male ,1889,1969,,,
563,"Eisenhower, Dwight  ",United States ,Military-Ground ,Male ,1890,1969,,,
564,"Li, Zongren  ",China ,Military-Ground ,Male ,1891,1969,,,
565,"Alexander, Harold  ",United Kingdom ,Military-Ground ,Male ,1891,1969,,,
566,"Tanaka, Raizo  ",Japan ,Military-Sea ,Male ,1892,1969,,,
567,"Anslow, Gladys  ",United States ,Science-Engineering ,Female ,1892,1969,,,
568,"Douglas, Sholto  ",United Kingdom ,Military-Air ,Male ,1893,1969,,,
569,"Cvetkovic, Dragisa  ",Yugoslavia ,Government ,Male ,1893,1969,,,
570,"Blome, Kurt  ",Germany ,Medicine ,Male ,1894,1969,,,
571,"Zhang, Zhizhong  ",China ,Military-Ground ,Male ,1895,1969,,,
572,"Dempsey, Miles  ",United Kingdom ,Military-Ground ,Male ,1896,1969,,,
573,"Oktyabrsky, Filipp  ",Russia ,Military-Sea ,Male ,1899,1969,,,
574,"Blösche, Josef  ",Germany ,Military-Ground ,Male ,1912,1969,,,
575,Morihiro  ,Japan ,Military-Ground ,Male ,1916,1969,,,
576,"Li, Shouxin  ",China ,Military-Ground ,Male ,1872,1970,,,
577,"Davis, Benjamin  ",United States ,Military-Ground ,Male ,1877,1970,,,
578,"Dowding, Hugh  ",United Kingdom ,Military-Air ,Male ,1882,1970,,,
579,"Daladier, Édouard  ",France ,Government ,Male ,1884,1970,,,
580,"Cohen, Morris  ",Canada ,Other ,Male ,1887,1970,,,
581,"de Gaulle, Charles  ",France ,Government ,Male ,1890,1970,,,
582,"Anders, Władysław  ",Poland ,Military-Ground ,Male ,1892,1970,,,
583,"Schreiber, Walter  ",Germany ,Medicine ,Male ,1893,1970,,,
584,"Cates, Clifton  ",United States ,Military-Ground ,Male ,1893,1970,,,
585,"Timoshenko, Semyon  ",Russia ,Military-Ground ,Male ,1895,1970,,,
586,"Muñoz Grandes, Agustín  ",Spain ,Military-Ground ,Male ,1896,1970,,,
587,"Groves, Leslie  ",United States ,Military-Ground ,Male ,1896,1970,,,
588,Yi Un  ,Korea ,Military-Ground ,Male ,1897,1970,,,
589,"Slim, William  ",United Kingdom ,Military-Ground ,Male ,1897,1970,,,
590,"Kœnig, Pierre  ",France ,Military-Ground ,Male ,1898,1970,,,
591,Hironobu  ,Japan ,Military-Sea ,Male ,1905,1970,,,
592,Petar II  ,Yugoslavia ,Government ,Male ,1923,1970,,,
593,"List, Wilhelm  ",Germany ,Military-Ground ,Male ,1880,1971,,,
594,"Hoth, Hermann  ",Germany ,Military-Ground ,Male ,1885,1971,,,
595,"Driscoll, Agnes  ",United States ,Intelligence ,Female ,1889,1971,,,
596,"Öhquist, Harald  ",Finland ,Military-Ground ,Male ,1891,1971,,,
597,"Fukudome, Shigeru  ",Japan ,Military-Air ,Male ,1891,1971,,,
598,"Carr, Roderick  ",New Zealand ,Military-Air ,Male ,1891,1971,,,
599,"Portal, Charles  ",United Kingdom ,Military-Air ,Male ,1893,1971,,,
600,"Kusaka, Ryunosuke  ",Japan ,Military-Sea ,Male ,1893,1971,,,
601,"Clark, J.  ",United States ,Military-Sea ,Male ,1893,1971,,,
602,"Song, Ziwen  ",China ,Government ,Male ,1894,1971,,,
603,"Abraham, Erich  ",Germany ,Military-Ground ,Male ,1895,1971,,,
604,"Saundby, Robert  ",United Kingdom ,Military-Air ,Male ,1896,1971,,,
605,"Puller, Lewis  ",United States ,Military-Ground ,Male ,1898,1971,,,
606,"Farncomb, Harold  ",Australia ,Military-Sea ,Male ,1899,1971,,,
607,"Murphy, Audie  ",United States ,Military-Ground ,Male ,1924,1971,,,
608,"Christiansen, Friedrich  ",Germany ,Military-Air ,Male ,1879,1972,,,
609,"Stark, Harold  ",United States ,Military-Sea ,Male ,1880,1972,,,
610,"Hausser, Paul  ",Germany ,Military-Ground ,Male ,1880,1972,,,
611,"Byrnes, James  ",United States ,Government ,Male ,1882,1972,,,
612,"Truman, Harry  ",United States ,Government ,Male ,1884,1972,,,
613,"Halder, Franz  ",Germany ,Military-Ground ,Male ,1884,1972,,,
614,"Tupolev, Andrei  ",Russia ,Science-Engineering ,Male ,1888,1972,,,
615,"Kusaka, Jinichi  ",Japan ,Military-Sea ,Male ,1888,1972,,,
616,"Kinkaid, Thomas  ",United States ,Military-Sea ,Male ,1888,1972,,,
617,"Gerow, Leonard  ",United States ,Military-Ground ,Male ,1888,1972,,,
618,"Petrakis, Georgios  ",Greece ,Resistance ,Male ,1890,1972,,,
